word,Length,Syllables,Compound,Number of Vowels,Frequency,Silent Letters,Regular Plural,Irregular Plural,Syll/Vowels,Length/Syll,Vow/Length,PhonicLength,PL-L,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15
cone,4,1,0,2,3.56,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
door,4,1,0,2,5.51,0,0,0,0.5,4,0.5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eyes,4,1,0,3,5.44,0,0,0,0.333333333,4,0.75,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
moon,4,1,0,2,4.8,0,0,0,0.5,4,0.5,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pie,3,1,0,2,4.35,0,0,0,0.5,3,0.666666667,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shoe,4,1,0,2,4.27,0,0,0,0.5,4,0.5,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
spoon,5,1,0,2,3.92,0,0,0,0.5,5,0.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
basketball,10,3,0,3,4.16,0,0,0,1,3.333333333,0.3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
cabbage,7,2,0,3,3.62,0,0,0,0.666666667,3.5,0.428571429,6,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
cactus,6,2,0,2,3.32,0,0,0,1,3,0.333333333,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
calculator,10,4,0,4,3.1,0,0,0,1,2.5,0.4,13,3,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
caterpillar,11,4,0,4,3.18,0,0,0,1,2.75,0.363636364,10,-1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
cemetery,8,4,0,4,4.06,0,0,0,1,2,0.5,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
cherry,6,2,0,2,4.09,0,0,0,1,3,0.333333333,4,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cobweb,6,2,1,2,2.24,0,0,0,1,3,0.333333333,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
drum,4,1,0,1,4.04,0,0,0,1,4,0.25,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
globe,5,1,0,2,3.76,0,0,0,0.5,5,0.4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
goose,5,1,0,3,3.92,0,0,0,0.333333333,5,0.6,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jellyfish,9,3,1,3,3.28,0,0,0,1,3,0.333333333,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
kiwi,4,2,0,2,2.96,0,0,0,1,2,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mailbox,7,3,1,3,3.47,0,0,0,1,2.333333333,0.428571429,8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
pancake,7,2,1,3,3.43,0,0,0,0.666666667,3.5,0.428571429,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
planet,6,2,0,2,4.72,0,0,0,1,3,0.333333333,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
reindeer,8,3,1,4,3.7,0,0,0,0.75,2.666666667,0.5,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
remote,6,2,0,3,4.16,0,0,0,0.666666667,3,0.5,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
scarecrow,9,2,1,3,3.26,0,0,0,0.666666667,4.5,0.333333333,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
snowflake,9,2,1,3,2.85,0,0,0,0.666666667,4.5,0.333333333,10,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
toothbrush,10,2,1,3,3.57,0,0,0,0.666666667,5,0.3,8,-2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
tooth,5,1,0,2,4.13,0,0,0,0.5,5,0.4,3,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
volcano,7,3,0,3,3.74,0,0,0,1,2.333333333,0.428571429,10,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
wrench,6,1,0,1,3.38,0,0,0,1,6,0.166666667,4,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
keyboard,8,2,1,4,3.52,0,0,0,0.5,4,0.5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wizard,6,2,0,2,4.01,0,0,0,1,3,0.333333333,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
panda,5,2,0,2,3.49,0,0,0,1,2.5,0.4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
elephant,8,3,0,3,4.15,0,0,0,1,2.666666667,0.375,7,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
lion,4,2,0,2,4.26,0,0,0,1,2,0.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
octopus,7,3,0,3,3.68,0,0,0,1,2.333333333,0.428571429,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
zebra,5,2,0,2,3.32,0,0,0,1,2.5,0.4,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
